station,mean studyday,total camhours for the rep,species,rep
up12,68,120,NULL,14
up12,68,120,NULL,14
up12,68,120,NULL,14
up12,68,120,NULL,14
up12,68,120,NULL,14
up12,68,120,PTMA,14
up12,73,120,BEPI,15
up12,73,120,MUNT,15
up12,73,120,MUNT,15
up12,73,120,MUNT,15
up12,73,120,MUNT,15
up12,73,120,NULL,15
up12,73,120,NULL,15
up12,73,120,NULL,15
up12,73,120,NULL,15
up12,73,120,NULL,15
up12,73,120,PTMA,15
up12,73,120,PTMA,15
up12,73,120,SUBE,15
up12,78,120,COPO,16
up12,78,120,COPO,16
up12,78,120,MUNT,16
up12,78,120,MUNT,16
up12,78,120,NULL,16
up12,78,120,NULL,16
up12,78,120,NULL,16
up12,78,120,NULL,16
up12,78,120,NULL,16
up12,78,120,PTMA,16
up12,83,120,BEPI,17
up12,83,120,MUNT,17
up12,83,120,MUNT,17
up12,83,120,MUNT,17
up12,83,120,MUNT,17
up12,83,120,NULL,17
up12,83,120,NULL,17
up12,83,120,NULL,17
up12,83,120,NULL,17
up12,83,120,NULL,17
up12,88,120,BEPI,18
up12,88,120,BEPI,18
up12,88,120,COPO,18
up12,88,120,COPO,18
up12,88,120,MOUS,18
up12,88,120,MUNT,18
up12,88,120,MUNT,18
up12,88,120,MUNT,18
up12,88,120,MUNT,18
up12,88,120,NULL,18
up12,88,120,NULL,18
up12,88,120,NULL,18
up12,88,120,NULL,18
up12,88,120,NULL,18
up12,88,120,PTMA,18
up12,93,120,COPO,19
up12,93,120,COPO,19
up12,93,120,COPO,19
up12,93,120,COPO,19
up12,93,120,COPO,19
up12,93,120,MOUS,19
up12,93,120,MUNT,19
up12,93,120,MUNT,19
up12,93,120,MUNT,19
up12,93,120,MUNT,19
up12,93,120,MUNT,19
up12,93,120,NULL,19
up12,93,120,NULL,19
up12,93,120,NULL,19
up12,93,120,NULL,19
up12,93,120,NULL,19
up12,93,120,PTMA,19
up12,93,120,PTMA,19
up12,93,120,PTMA,19
up12,98,120,COPO,20
up12,98,120,COPO,20
up12,98,120,COPO,20
up12,98,120,MOUS,20
up12,98,120,MOUS,20
up12,98,120,MOUS,20
up12,98,120,MUNT,20
up12,98,120,MUNT,20
up12,98,120,MUNT,20
up12,98,120,NULL,20
up12,98,120,NULL,20
up12,98,120,NULL,20
up12,98,120,NULL,20
up12,98,120,NULL,20
up12,98,120,PTMA,20
up12,103,120,BEPI,21
up12,103,120,BEPI,21
up12,103,120,BEPI,21
up12,103,120,COPO,21
up12,103,120,COPO,21
up12,103,120,COPO,21
up12,103,120,COPO,21
up12,103,120,MUNT,21
up12,103,120,MUNT,21
up12,103,120,MUNT,21
up12,103,120,MUNT,21
up12,103,120,NULL,21
up12,103,120,NULL,21
up12,103,120,NULL,21
up12,103,120,NULL,21
up12,103,120,NULL,21
up12,103,120,PTMA,21
up12,108,120,BACI,22
up12,108,120,BEPI,22
up12,108,120,BEPI,22
up12,108,120,BEPI,22
up12,108,120,COPO,22
up12,108,120,COPO,22
up12,108,120,COPO,22
up12,108,120,COPO,22
up12,108,120,MUNT,22
up12,108,120,MUNT,22
up12,108,120,MUNT,22
up12,108,120,MUNT,22
up12,108,120,MUNT,22
up12,108,120,NULL,22
up12,108,120,NULL,22
up12,108,120,NULL,22
up12,108,120,NULL,22
up12,108,120,NULL,22
up12,113,120,BEPI,23
up12,113,120,BEPI,23
up12,113,120,BEPI,23
up12,113,120,BEPI,23
up12,113,120,MUNT,23
up12,113,120,MUNT,23
up12,113,120,MUNT,23
up12,113,120,NULL,23
up12,113,120,NULL,23
up12,113,120,NULL,23
up12,113,120,NULL,23
up12,113,120,NULL,23
up12,113,120,PTMA,23
up12,113,120,PTMA,23
up12,118,120,BEPI,24
up12,118,120,BEPI,24
up12,118,120,BEPI,24
up12,118,120,BEPI,24
up12,118,120,MUNT,24
up12,118,120,MUNT,24
up12,118,120,MUNT,24
up12,118,120,MUNT,24
up12,118,120,NULL,24
up12,118,120,NULL,24
up12,118,120,NULL,24
up12,118,120,NULL,24
up12,118,120,NULL,24
up12,118,120,PTMA,24
up12,118,120,PTMA,24
up12,118,120,SAMB,24
up12,123,120,BEPI,25
up12,123,120,BEPI,25
up12,123,120,BEPI,25
up12,123,120,MUNT,25
up12,123,120,MUNT,25
up12,123,120,MUNT,25
up12,123,120,NULL,25
up12,123,120,NULL,25
up12,123,120,NULL,25
up12,123,120,NULL,25
up12,123,120,NULL,25
up12,123,120,PTMA,25
up12,128,120,BEPI,26
up12,128,120,BEPI,26
up12,128,120,MUNT,26
up12,128,120,MUNT,26
up12,128,120,MUNT,26
up12,128,120,MUNT,26
up12,128,120,NULL,26
up12,128,120,NULL,26
up12,128,120,NULL,26
up12,128,120,NULL,26
up12,128,120,NULL,26
up12,128,120,PTMA,26
up12,133,120,BEPI,27
up12,133,120,BEPI,27
up12,133,120,MUNT,27
up12,133,120,MUNT,27
up12,133,120,MUNT,27
up12,133,120,NULL,27
up12,133,120,NULL,27
up12,133,120,NULL,27
up12,133,120,NULL,27
up12,133,120,NULL,27
up12,138,120,BEPI,28
up12,138,120,MUNT,28
up12,138,120,MUNT,28
up12,138,120,MUNT,28
up12,138,120,MUNT,28
up12,138,120,NULL,28
up12,138,120,NULL,28
up12,138,120,NULL,28
up12,138,120,NULL,28
up12,138,120,NULL,28
up12,141.5,35.5,MUNT,29
up12,141.5,35.5,MUNT,29
up12,141.5,35.5,NULL,29
up12,141.5,35.5,NULL,29
up13,3,106.5,NULL,1
up13,3,106.5,NULL,1
up13,3,106.5,NULL,1
up13,3,106.5,NULL,1
up13,3,106.5,NULL,1
up13,8,120,BACI,2
up13,8,120,NULL,2
up13,8,120,NULL,2
up13,8,120,NULL,2
up13,8,120,NULL,2
up13,8,120,NULL,2
up13,13,120,MACI,3
up13,13,120,NULL,3
up13,13,120,NULL,3
up13,13,120,NULL,3
up13,13,120,NULL,3
up13,13,120,NULL,3
up13,18,120,MUNT,4
up13,18,120,NULL,4
up13,18,120,NULL,4
up13,18,120,NULL,4
up13,18,120,NULL,4
up13,18,120,NULL,4
up13,23,120,NULL,5
up13,23,120,NULL,5
up13,23,120,NULL,5
up13,23,120,NULL,5
up13,23,120,NULL,5
up13,28,120,NULL,6
up13,28,120,NULL,6
up13,28,120,NULL,6
up13,28,120,NULL,6
up13,28,120,NULL,6
up13,33,120,MOUS,7
up13,33,120,NULL,7
up13,33,120,NULL,7
up13,33,120,NULL,7
up13,33,120,NULL,7
up13,33,120,NULL,7
up13,38,120,MOUS,8
up13,38,120,NULL,8
up13,38,120,NULL,8
up13,38,120,NULL,8
up13,38,120,NULL,8
up13,38,120,NULL,8
up13,43,120,NULL,9
up13,43,120,NULL,9
up13,43,120,NULL,9
up13,43,120,NULL,9
up13,43,120,NULL,9
up13,48,120,MUNT,10
up13,48,120,NULL,10
up13,48,120,NULL,10
up13,48,120,NULL,10
up13,48,120,NULL,10
up13,48,120,NULL,10
up13,53,120,NULL,11
up13,53,120,NULL,11
up13,53,120,NULL,11
up13,53,120,NULL,11
up13,53,120,NULL,11
up13,58,120,NULL,12
up13,58,120,NULL,12
up13,58,120,NULL,12
up13,58,120,NULL,12
up13,58,120,NULL,12
up13,63,120,MOUS,13
up13,63,120,NULL,13
up13,63,120,NULL,13
up13,63,120,NULL,13
up13,63,120,NULL,13
up13,63,120,NULL,13
up13,68,120,NULL,14
up13,68,120,NULL,14
up13,68,120,NULL,14
up13,68,120,NULL,14
up13,68,120,NULL,14
up13,73,120,MOUS,15
up13,73,120,MOUS,15
up13,73,120,MOUS,15
up13,73,120,NULL,15
up13,73,120,NULL,15
up13,73,120,NULL,15
up13,73,120,NULL,15
up13,73,120,NULL,15
up13,78,120,MUNT,16
up13,78,120,NULL,16
up13,78,120,NULL,16
up13,78,120,NULL,16
up13,78,120,NULL,16
up13,78,120,NULL,16
up13,78,120,PTMA,16
up13,83,120,LTPO,17
up13,83,120,MUNT,17
up13,83,120,NULL,17
up13,83,120,NULL,17
up13,83,120,NULL,17
up13,83,120,NULL,17
up13,83,120,NULL,17
up13,88,120,NULL,18
up13,88,120,NULL,18
up13,88,120,NULL,18
up13,88,120,NULL,18
up13,88,120,NULL,18
up13,93,120,MOUS,19
up13,93,120,NULL,19
up13,93,120,NULL,19
up13,93,120,NULL,19
up13,93,120,NULL,19
up13,93,120,NULL,19
up13,98,120,MOUS,20
up13,98,120,MUNT,20
up13,98,120,NULL,20
up13,98,120,NULL,20
up13,98,120,NULL,20
up13,98,120,NULL,20
up13,98,120,NULL,20
up13,103,120,NULL,21
up13,103,120,NULL,21
up13,103,120,NULL,21
up13,103,120,NULL,21
up13,103,120,NULL,21
up13,103,120,PTMA,21
up13,108,120,MOUS,22
up13,108,120,MOUS,22
up13,108,120,MUNT,22
up13,108,120,NULL,22
up13,108,120,NULL,22
up13,108,120,NULL,22
up13,108,120,NULL,22
up13,108,120,NULL,22
up13,113,120,MOUS,23
up13,113,120,MOUS,23
up13,113,120,NULL,23
up13,113,120,NULL,23
up13,113,120,NULL,23
up13,113,120,NULL,23
up13,113,120,NULL,23
up13,118,120,MOUS,24
up13,118,120,NULL,24
up13,118,120,NULL,24
up13,118,120,NULL,24
up13,118,120,NULL,24
up13,118,120,NULL,24
up13,123,120,BEPI,25
up13,123,120,NULL,25
up13,123,120,NULL,25
up13,123,120,NULL,25
up13,123,120,NULL,25
up13,123,120,NULL,25
up13,128,120,MOUS,26
up13,128,120,NULL,26
up13,128,120,NULL,26
up13,128,120,NULL,26
up13,128,120,NULL,26
up13,128,120,NULL,26
up13,133,120,MUNT,27
up13,133,120,NULL,27
up13,133,120,NULL,27
up13,133,120,NULL,27
up13,133,120,NULL,27
up13,133,120,NULL,27
up13,133,120,PTMA,27
up13,138,120,NULL,28
up13,138,120,NULL,28
up13,138,120,NULL,28
up13,138,120,NULL,28
up13,138,120,NULL,28
up13,141.5,39.5,NULL,29
up13,141.5,39.5,NULL,29
up14,3,106,MOUS,1
up14,3,106,MOUS,1
up14,3,106,NULL,1
up14,3,106,NULL,1
up14,3,106,NULL,1
up14,3,106,NULL,1
up14,3,106,NULL,1
up14,3,106,PTMA,1
up14,8,120,NULL,2
up14,8,120,NULL,2
up14,8,120,NULL,2
up14,8,120,NULL,2
up14,8,120,NULL,2
up14,8,120,PTMA,2
up14,13,111,MUNT,3
up14,13,111,MUNT,3
up14,13,111,MUNT,3
up14,13,111,NULL,3
up14,13,111,NULL,3
up14,13,111,NULL,3
up14,13,111,NULL,3
up14,13,111,NULL,3
up15,3,107,HTSQ,1
up15,3,107,NULL,1
up15,3,107,NULL,1
up15,3,107,NULL,1
up15,3,107,NULL,1
up15,3,107,NULL,1
up15,3,107,RATX,1
up15,8,120,MUNT,2
up15,8,120,NULL,2
up15,8,120,NULL,2
up15,8,120,NULL,2
up15,8,120,NULL,2
up15,8,120,NULL,2
up15,8,120,PTMA,2
up15,13,120,LECA,3
up15,13,120,NULL,3
up15,13,120,NULL,3
up15,13,120,NULL,3
up15,13,120,NULL,3
up15,13,120,NULL,3
up15,18,120,HOCI,4
up15,18,120,LTPO,4
up15,18,120,NULL,4
up15,18,120,NULL,4
up15,18,120,NULL,4
up15,18,120,NULL,4
up15,18,120,NULL,4
up15,18,120,TREE,4
up15,23,120,MUNT,5
up15,23,120,NULL,5
up15,23,120,NULL,5
up15,23,120,NULL,5
up15,23,120,NULL,5
up15,23,120,NULL,5
up15,28,120,NULL,6
up15,28,120,NULL,6
up15,28,120,NULL,6
up15,28,120,NULL,6
up15,28,120,NULL,6
up15,33,120,LTPO,7
up15,33,120,NULL,7
up15,33,120,NULL,7
up15,33,120,NULL,7
up15,33,120,NULL,7
up15,33,120,NULL,7
up15,38,120,NULL,8
up15,38,120,NULL,8
up15,38,120,NULL,8
up15,38,120,NULL,8
up15,38,120,NULL,8
up15,38,120,PTMA,8
up15,43,120,NULL,9
up15,43,120,NULL,9
up15,43,120,NULL,9
up15,43,120,NULL,9
up15,43,120,NULL,9
up15,48,120,NULL,10
up15,48,120,NULL,10
up15,48,120,NULL,10
up15,48,120,NULL,10
up15,48,120,NULL,10
up15,53,120,LTPO,11
up15,53,120,MONG,11
up15,53,120,NULL,11
up15,53,120,NULL,11
up15,53,120,NULL,11
up15,53,120,NULL,11
up15,53,120,NULL,11
up15,58,120,BALI,12
up15,58,120,NULL,12
up15,58,120,NULL,12
up15,58,120,NULL,12
up15,58,120,NULL,12
up15,58,120,NULL,12
up15,62.5,82.5,NULL,13
up15,62.5,82.5,NULL,13
up15,62.5,82.5,NULL,13
up15,62.5,82.5,NULL,13
up16,3,106,NULL,1
up16,3,106,NULL,1
up16,3,106,NULL,1
up16,3,106,NULL,1
up16,3,106,NULL,1
up16,8,120,NULL,2
up16,8,120,NULL,2
up16,8,120,NULL,2
up16,8,120,NULL,2
up16,8,120,NULL,2
up16,13,120,NULL,3
up16,13,120,NULL,3
up16,13,120,NULL,3
up16,13,120,NULL,3
up16,13,120,NULL,3
up16,18,120,NULL,4
up16,18,120,NULL,4
up16,18,120,NULL,4
up16,18,120,NULL,4
up16,18,120,NULL,4
up16,23,120,NULL,5
up16,23,120,NULL,5
up16,23,120,NULL,5
up16,23,120,NULL,5
up16,23,120,NULL,5
up16,28,120,NULL,6
up16,28,120,NULL,6
up16,28,120,NULL,6
up16,28,120,NULL,6
up16,28,120,NULL,6
up16,33,120,NULL,7
up16,33,120,NULL,7
up16,33,120,NULL,7
up16,33,120,NULL,7
up16,33,120,NULL,7
up16,38,120,NULL,8
up16,38,120,NULL,8
up16,38,120,NULL,8
up16,38,120,NULL,8
up16,38,120,NULL,8
up16,43,120,NULL,9
up16,43,120,NULL,9
up16,43,120,NULL,9
up16,43,120,NULL,9
up16,43,120,NULL,9
up16,48,120,NULL,10
up16,48,120,NULL,10
up16,48,120,NULL,10
up16,48,120,NULL,10
up16,48,120,NULL,10
up16,53,120,NULL,11
up16,53,120,NULL,11
up16,53,120,NULL,11
up16,53,120,NULL,11
up16,53,120,NULL,11
up16,58,120,NULL,12
up16,58,120,NULL,12
up16,58,120,NULL,12
up16,58,120,NULL,12
up16,58,120,NULL,12
up16,63,120,NULL,13
up16,63,120,NULL,13
up16,63,120,NULL,13
up16,63,120,NULL,13
up16,63,120,NULL,13
up16,68,120,NULL,14
up16,68,120,NULL,14
up16,68,120,NULL,14
up16,68,120,NULL,14
up16,68,120,NULL,14
up16,73,120,NULL,15
up16,73,120,NULL,15
up16,73,120,NULL,15
up16,73,120,NULL,15
up16,73,120,NULL,15
up16,78,120,NULL,16
up16,78,120,NULL,16
up16,78,120,NULL,16
up16,78,120,NULL,16
up16,78,120,NULL,16
up16,83,120,NULL,17
up16,83,120,NULL,17
up16,83,120,NULL,17
up16,83,120,NULL,17
up16,83,120,NULL,17
up16,88,120,NULL,18
up16,88,120,NULL,18
up16,88,120,NULL,18
up16,88,120,NULL,18
up16,88,120,NULL,18
up16,93,120,NULL,19
up16,93,120,NULL,19
up16,93,120,NULL,19
up16,93,120,NULL,19
up16,93,120,NULL,19
up16,98,120,NULL,20
up16,98,120,NULL,20
up16,98,120,NULL,20
up16,98,120,NULL,20
up16,98,120,NULL,20
up16,103,105.5,NULL,21
up16,103,105.5,NULL,21
up16,103,105.5,NULL,21
up16,103,105.5,NULL,21
up16,103,105.5,NULL,21
up18,3,104,NULL,1
up18,3,104,NULL,1
up18,3,104,NULL,1
up18,3,104,NULL,1
up18,3,104,NULL,1
up18,8,120,NULL,2
up18,8,120,NULL,2
up18,8,120,NULL,2
up18,8,120,NULL,2
up18,8,120,NULL,2
up18,8,120,TSPO,2
up18,13,120,LTMA,3
up18,13,120,NULL,3
up18,13,120,NULL,3
up18,13,120,NULL,3
up18,13,120,NULL,3
up18,13,120,NULL,3
up18,13,120,TSPO,3
up18,13,120,TSPO,3
up18,18,120,NULL,4
up18,18,120,NULL,4
up18,18,120,NULL,4
up18,18,120,NULL,4
up18,18,120,NULL,4
up18,23,120,NULL,5
up18,23,120,NULL,5
up18,23,120,NULL,5
up18,23,120,NULL,5
up18,23,120,NULL,5
up18,28,120,NULL,6
up18,28,120,NULL,6
up18,28,120,NULL,6
up18,28,120,NULL,6
up18,28,120,NULL,6
up18,33,120,NULL,7
up18,33,120,NULL,7
up18,33,120,NULL,7
up18,33,120,NULL,7
up18,33,120,NULL,7
up18,38,120,LTPO,8
up18,38,120,NULL,8
up18,38,120,NULL,8
up18,38,120,NULL,8
up18,38,120,NULL,8
up18,38,120,NULL,8
up18,43,120,NULL,9
up18,43,120,NULL,9
up18,43,120,NULL,9
up18,43,120,NULL,9
up18,43,120,NULL,9
up18,48,120,NULL,10
up18,48,120,NULL,10
up18,48,120,NULL,10
up18,48,120,NULL,10
up18,48,120,NULL,10
up18,53,120,NULL,11
up18,53,120,NULL,11
up18,53,120,NULL,11
up18,53,120,NULL,11
up18,53,120,NULL,11
up18,58,120,LTMA,12
up18,58,120,NULL,12
up18,58,120,NULL,12
up18,58,120,NULL,12
up18,58,120,NULL,12
up18,58,120,NULL,12
up18,58,120,TSGS,12
up18,63,120,MOUS,13
up18,63,120,NULL,13
up18,63,120,NULL,13
up18,63,120,NULL,13
up18,63,120,NULL,13
up18,63,120,NULL,13
up18,68,120,NULL,14
up18,68,120,NULL,14
up18,68,120,NULL,14
up18,68,120,NULL,14
up18,68,120,NULL,14
up18,73,120,NULL,15
up18,73,120,NULL,15
up18,73,120,NULL,15
up18,73,120,NULL,15
up18,73,120,NULL,15
up18,78,120,LTMA,16
up18,78,120,NULL,16
up18,78,120,NULL,16
up18,78,120,NULL,16
up18,78,120,NULL,16
up18,78,120,NULL,16
up18,83,120,NULL,17
up18,83,120,NULL,17
up18,83,120,NULL,17
up18,83,120,NULL,17
up18,83,120,NULL,17
up18,88,120,MPCI,18
up18,88,120,NULL,18
up18,88,120,NULL,18
up18,88,120,NULL,18
up18,88,120,NULL,18
up18,88,120,NULL,18
up18,93,120,NULL,19
up18,93,120,NULL,19
up18,93,120,NULL,19
up18,93,120,NULL,19
up18,93,120,NULL,19
up18,93,120,TSPO,19
up18,98,120,HOCI,20
up18,98,120,MUNT,20
up18,98,120,NULL,20
up18,98,120,NULL,20
up18,98,120,NULL,20
up18,98,120,NULL,20
up18,98,120,NULL,20
up18,103,120,NULL,21
up18,103,120,NULL,21
up18,103,120,NULL,21
up18,103,120,NULL,21
up18,103,120,NULL,21
up18,108,120,NULL,22
up18,108,120,NULL,22
up18,108,120,NULL,22
up18,108,120,NULL,22
up18,108,120,NULL,22
up18,113,120,NULL,23
up18,113,120,NULL,23
up18,113,120,NULL,23
up18,113,120,NULL,23
up18,113,120,NULL,23
up18,118,120,NULL,24
up18,118,120,NULL,24
up18,118,120,NULL,24
up18,118,120,NULL,24
up18,118,120,NULL,24
up18,123,120,NULL,25
up18,123,120,NULL,25
up18,123,120,NULL,25
up18,123,120,NULL,25
up18,123,120,NULL,25
up18,128,120,NULL,26
up18,128,120,NULL,26
up18,128,120,NULL,26
up18,128,120,NULL,26
up18,128,120,NULL,26
up18,133,120,NULL,27
up18,133,120,NULL,27
up18,133,120,NULL,27
up18,133,120,NULL,27
up18,133,120,NULL,27
up18,136,16,NULL,28
up19,3,103.5,NULL,1
up19,3,103.5,NULL,1
up19,3,103.5,NULL,1
up19,3,103.5,NULL,1
up19,3,103.5,NULL,1
up19,3,103.5,TSPO,1
up19,8,120,NULL,2
up19,8,120,NULL,2
up19,8,120,NULL,2
up19,8,120,NULL,2
up19,8,120,NULL,2
up19,13,120,NULL,3
up19,13,120,NULL,3
up19,13,120,NULL,3
up19,13,120,NULL,3
up19,13,120,NULL,3
up19,13,120,TSPO,3
up19,18,120,MOUS,4
up19,18,120,NULL,4
up19,18,120,NULL,4
up19,18,120,NULL,4
up19,18,120,NULL,4
up19,18,120,NULL,4
up19,18,120,TSPO,4
up19,23,98.5,LECA,5
up19,23,98.5,MUNT,5
up19,23,98.5,NULL,5
up19,23,98.5,NULL,5
up19,23,98.5,NULL,5
up19,23,98.5,NULL,5
up19,23,98.5,NULL,5
up20,3,107,NULL,1
up20,3,107,NULL,1
up20,3,107,NULL,1
up20,3,107,NULL,1
up20,3,107,NULL,1
up20,8,120,NULL,2
up20,8,120,NULL,2
up20,8,120,NULL,2
up20,8,120,NULL,2
up20,8,120,NULL,2
up20,13,120,MUNT,3
up20,13,120,NULL,3
up20,13,120,NULL,3
up20,13,120,NULL,3
up20,13,120,NULL,3
up20,13,120,NULL,3
up20,18,120,MUNT,4
up20,18,120,NULL,4
up20,18,120,NULL,4
up20,18,120,NULL,4
up20,18,120,NULL,4
up20,18,120,NULL,4
up20,23,120,NULL,5
up20,23,120,NULL,5
up20,23,120,NULL,5
up20,23,120,NULL,5
up20,23,120,NULL,5
up20,28,120,BALI,6
up20,28,120,MUNT,6
up20,28,120,NULL,6
up20,28,120,NULL,6
up20,28,120,NULL,6
up20,28,120,NULL,6
up20,28,120,NULL,6
up20,33,120,NULL,7
up20,33,120,NULL,7
up20,33,120,NULL,7
up20,33,120,NULL,7
up20,33,120,NULL,7
up20,33,120,RATX,7
up20,38,120,CLLE,8
up20,38,120,NULL,8
up20,38,120,NULL,8
up20,38,120,NULL,8
up20,38,120,NULL,8
up20,38,120,NULL,8
up20,43,120,NULL,9
up20,43,120,NULL,9
up20,43,120,NULL,9
up20,43,120,NULL,9
up20,43,120,NULL,9
up20,48,120,NULL,10
up20,48,120,NULL,10
up20,48,120,NULL,10
up20,48,120,NULL,10
up20,48,120,NULL,10
up20,53,120,MONG,11
up20,53,120,MUNT,11
up20,53,120,NULL,11
up20,53,120,NULL,11
up20,53,120,NULL,11
up20,53,120,NULL,11
up20,53,120,NULL,11
up20,53,120,SGFS,11
up20,58,120,MUNT,12
up20,58,120,NULL,12
up20,58,120,NULL,12
up20,58,120,NULL,12
up20,58,120,NULL,12
up20,58,120,NULL,12
up20,63,120,NULL,13
up20,63,120,NULL,13
up20,63,120,NULL,13
up20,63,120,NULL,13
up20,63,120,NULL,13
up20,68,120,MUNT,14
up20,68,120,MUNT,14
up20,68,120,NULL,14
up20,68,120,NULL,14
up20,68,120,NULL,14
up20,68,120,NULL,14
up20,68,120,NULL,14
up20,68,120,TREE,14
up20,73,120,NULL,15
up20,73,120,NULL,15
up20,73,120,NULL,15
up20,73,120,NULL,15
up20,73,120,NULL,15
up20,78,120,NULL,16
up20,78,120,NULL,16
up20,78,120,NULL,16
up20,78,120,NULL,16
up20,78,120,NULL,16
up20,83,120,NULL,17
up20,83,120,NULL,17
up20,83,120,NULL,17
up20,83,120,NULL,17
up20,83,120,NULL,17
up20,88,120,MONG,18
up20,88,120,NULL,18
up20,88,120,NULL,18
up20,88,120,NULL,18
up20,88,120,NULL,18
up20,88,120,NULL,18
up20,93,120,MPCI,19
up20,93,120,NULL,19
up20,93,120,NULL,19
up20,93,120,NULL,19
up20,93,120,NULL,19
up20,93,120,NULL,19
up20,98,120,MUNT,20
up20,98,120,NULL,20
up20,98,120,NULL,20
up20,98,120,NULL,20
up20,98,120,NULL,20
up20,98,120,NULL,20
up20,103,120,NULL,21
up20,103,120,NULL,21
up20,103,120,NULL,21
up20,103,120,NULL,21
up20,103,120,NULL,21
up20,108,120,CLLE,22
up20,108,120,NULL,22
up20,108,120,NULL,22
up20,108,120,NULL,22
up20,108,120,NULL,22
up20,108,120,NULL,22
up20,113,120,NULL,23
up20,113,120,NULL,23
up20,113,120,NULL,23
up20,113,120,NULL,23
up20,113,120,NULL,23
up20,118,120,NULL,24
up20,118,120,NULL,24
up20,118,120,NULL,24
up20,118,120,NULL,24
up20,118,120,NULL,24
up20,123,120,NULL,25
up20,123,120,NULL,25
up20,123,120,NULL,25
up20,123,120,NULL,25
up20,123,120,NULL,25
up20,123,120,SUBE,25
up20,128,120,NULL,26
up20,128,120,NULL,26
up20,128,120,NULL,26
up20,128,120,NULL,26
up20,128,120,NULL,26
up20,133,120,BEPI,27
up20,133,120,NULL,27
up20,133,120,NULL,27
up20,133,120,NULL,27
up20,133,120,NULL,27
up20,133,120,NULL,27
up20,136.5,35.5,NULL,28
up20,136.5,35.5,NULL,28
up21,3,107,MPCI,1
up21,3,107,MUNT,1
up21,3,107,NULL,1
up21,3,107,NULL,1
up21,3,107,NULL,1
up21,3,107,NULL,1
up21,3,107,NULL,1
up21,3,107,YTMA,1
up21,8,120,BACI,2
up21,8,120,BALI,2
up21,8,120,CLLE,2
up21,8,120,COPO,2
up21,8,120,NULL,2
up21,8,120,NULL,2
up21,8,120,NULL,2
up21,8,120,NULL,2
up21,8,120,NULL,2
up21,8,120,YTMA,2
up21,13,120,BACI,3
up21,13,120,LTPO,3
up21,13,120,NULL,3
up21,13,120,NULL,3
up21,13,120,NULL,3
up21,13,120,NULL,3
up21,13,120,NULL,3
up21,13,120,PTMA,3
up21,18,120,BACI,4
up21,18,120,BACI,4
up21,18,120,COPO,4
up21,18,120,MUNT,4
up21,18,120,NULL,4
up21,18,120,NULL,4
up21,18,120,NULL,4
up21,18,120,NULL,4
up21,18,120,NULL,4
up21,18,120,PTMA,4
up21,18,120,RATX,4
up21,23,120,BACI,5
up21,23,120,NULL,5
up21,23,120,NULL,5
up21,23,120,NULL,5
up21,23,120,NULL,5
up21,23,120,NULL,5
up21,23,120,YTMA,5
up21,28,120,BACI,6
up21,28,120,BACI,6
up21,28,120,BACI,6
up21,28,120,BEPI,6
up21,28,120,NULL,6
up21,28,120,NULL,6
up21,28,120,NULL,6
up21,28,120,NULL,6
up21,28,120,NULL,6
up21,33,120,COPO,7
up21,33,120,MUNT,7
up21,33,120,MUNT,7
up21,33,120,NULL,7
up21,33,120,NULL,7
up21,33,120,NULL,7
up21,33,120,NULL,7
up21,33,120,NULL,7
up21,33,120,YTMA,7
up21,38,120,BACI,8
up21,38,120,BACI,8
up21,38,120,HOCI,8
up21,38,120,MUNT,8
up21,38,120,NULL,8
up21,38,120,NULL,8
up21,38,120,NULL,8
up21,38,120,NULL,8
up21,38,120,NULL,8
up21,43,120,BACI,9
up21,43,120,MUNT,9
up21,43,120,MUNT,9
up21,43,120,NULL,9
up21,43,120,NULL,9
up21,43,120,NULL,9
up21,43,120,NULL,9
up21,43,120,NULL,9
up21,43,120,YTMA,9
up21,48,120,BACI,10
up21,48,120,BACI,10
up21,48,120,MPCI,10
up21,48,120,MUNT,10
up21,48,120,MUNT,10
up21,48,120,NULL,10
up21,48,120,NULL,10
up21,48,120,NULL,10
up21,48,120,NULL,10
up21,48,120,NULL,10
up21,48,120,YTMA,10
up21,53,120,MUNT,11
up21,53,120,MUNT,11
up21,53,120,NULL,11
up21,53,120,NULL,11
up21,53,120,NULL,11
up21,53,120,NULL,11
up21,53,120,NULL,11
up21,58,120,BACI,12
up21,58,120,BACI,12
up21,58,120,MPCI,12
up21,58,120,MUNT,12
up21,58,120,NULL,12
up21,58,120,NULL,12
up21,58,120,NULL,12
up21,58,120,NULL,12
up21,58,120,NULL,12
up21,63,120,BACI,13
up21,63,120,MUNT,13
up21,63,120,MUNT,13
up21,63,120,NULL,13
up21,63,120,NULL,13
up21,63,120,NULL,13
up21,63,120,NULL,13
up21,63,120,NULL,13
up21,63,120,YTMA,13
up21,68,120,BACI,14
up21,68,120,NULL,14
up21,68,120,NULL,14
up21,68,120,NULL,14
up21,68,120,NULL,14
up21,68,120,NULL,14
up21,71,16.5,NULL,15
ut01,3,104,BEPI,1
ut01,3,104,NULL,1
ut01,3,104,NULL,1
ut01,3,104,NULL,1
ut01,3,104,NULL,1
ut01,3,104,NULL,1
ut01,8,120,NULL,2
ut01,8,120,NULL,2
ut01,8,120,NULL,2
ut01,8,120,NULL,2
ut01,8,120,NULL,2
ut01,13,120,NULL,3
ut01,13,120,NULL,3
ut01,13,120,NULL,3
ut01,13,120,NULL,3
